path,user,test,no_para,are_timestamps_distinct,initial_rows,final_rows,dropped_rows
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User019a_Group_Test_06-09-2019--15-26-42/User019b_test13_BES_13_06-09-2019/User019b_test13_BES_13_06-09-2019_recording0,19,13,5,True,3974,2735,1239
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User019a_Group_Test_06-09-2019--15-26-42/User019a_test10_IDT_10_06-09-2019/User019a_test10_IDT_10_06-09-2019_recording0,19,10,5,True,4318,3409,909
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User019a_Group_Test_06-09-2019--15-26-42/User019a_test8_IET_08_06-09-2019/User019a_test8_IET_08_06-09-2019_recording0,19,8,5,True,7820,6750,1070
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User019a_Group_Test_06-09-2019--15-26-42/User019a_test9_BET_09_06-09-2019/User019a_test9_BET_09_06-09-2019_recording0,19,9,5,True,7170,6104,1066
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User019a_Group_Test_06-09-2019--15-26-42/User019a_test11_BDT_11_06-09-2019/User019a_test11_BDT_11_06-09-2019_recording0,19,11,5,True,3599,2891,708
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User017a_Group_Test_06-09-2019--10-07-57/User017_test9_BET_09_06-09-2019/User017_test9_BET_09_06-09-2019_recording0,17,9,5,True,10154,9971,183
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User017a_Group_Test_06-09-2019--10-07-57/User017_test8_IET_08_06-09-2019/User017_test8_IET_08_06-09-2019_recording0,17,8,5,True,9803,9598,205
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User017a_Group_Test_06-09-2019--10-07-57/User017c_test3_BDT_03_06-09-2019/User017c_test3_BDT_03_06-09-2019_recording0,17,3,0,False,6509,6509,0
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User017a_Group_Test_06-09-2019--10-07-57/User017c_test3_BDT_03_06-09-2019/User017c2_test3_BDT_03_06-09-2019_recording0,17,3,5,True,6509,6464,45
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User017a_Group_Test_06-09-2019--10-07-57/User017d_test6_IDS_06_06-09-2019/User017d_test6_IDS_06_06-09-2019_recording0,17,6,5,True,5306,5178,128
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User017a_Group_Test_06-09-2019--10-07-57/User017d_test5_BES_05_06-09-2019/User017d_test5_BES_05_06-09-2019_recording0,17,5,5,True,8936,8854,82
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User017a_Group_Test_06-09-2019--10-07-57/User017c_test0_IET_00_06-09-2019/User017c_test0_IET_00_06-09-2019_recording0,17,0,5,True,7859,7300,559
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User017a_Group_Test_06-09-2019--10-07-57/User017d_test7_BDS_07_06-09-2019/User017d_test7_BDS_07_06-09-2019_recording0,17,7,5,True,6190,6100,90
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User017a_Group_Test_06-09-2019--10-07-57/User017c_test2_IDT_02_06-09-2019/User017c2_test2_IDT_02_06-09-2019_recording0,17,2,5,True,8955,8952,3
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User017a_Group_Test_06-09-2019--10-07-57/User017c_test2_IDT_02_06-09-2019/User017c_test2_IDT_02_06-09-2019_recording0,17,2,0,False,7553,7553,0
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User017a_Group_Test_06-09-2019--10-07-57/User017c_test2_IDT_02_06-09-2019/User017c_test2_IDT_02_06-09-2019_recording0,17,2,0,False,8955,8955,0
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User017a_Group_Test_06-09-2019--10-07-57/User017c_test1_BET_01_06-09-2019/User017c_test1_BET_01_06-09-2019_recording0,17,1,5,True,7362,6858,504
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User017a_Group_Test_06-09-2019--10-07-57/User017d_test4_IES_04_06-09-2019/User017d_test4_IES_04_06-09-2019_recording0,17,4,5,True,8749,8684,65
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User017a_Group_Test_06-09-2019--10-07-57/User017a_test0_IET_00_06-09-2019/User017a_test0_IET_00_06-09-2019_recording0,17,0,0,False,10805,10805,0
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User017a_Group_Test_06-09-2019--10-07-57/User017b_test13_BES_13_06-09-2019/User017b_test13_BES_13_06-09-2019_recording0,17,13,5,True,7679,7298,381
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User017a_Group_Test_06-09-2019--10-07-57/User017b_test15_BDS_15_06-09-2019/User017b_test15_BDS_15_06-09-2019_recording0,17,15,5,False,7964,7964,0
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User017a_Group_Test_06-09-2019--10-07-57/User017_test11_BDT_11_06-09-2019/User017_test11_BDT_11_06-09-2019_recording0,17,11,5,True,3332,3291,41
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User017a_Group_Test_06-09-2019--10-07-57/User017_test10_IDT_10_06-09-2019/User017_test10_IDT_10_06-09-2019_recording0,17,10,5,True,5540,5297,243
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User017a_Group_Test_06-09-2019--10-07-57/User017b_test14_IDS_14_06-09-2019/User017b_test14_IDS_14_06-09-2019_recording0,17,14,5,True,6976,6625,351
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User017a_Group_Test_06-09-2019--10-07-57/User017b_test12_IES_12_06-09-2019/User017b_test12_IES_12_06-09-2019_recording0,17,12,5,True,7431,7082,349
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User023a_Group_Test_11-09-2019--10-16-46/User023c_test0_IET_00_11-09-2019/User023c_test0_IET_00_11-09-2019_recording0,23,0,5,True,16906,16526,380
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User023a_Group_Test_11-09-2019--10-16-46/User023d_test5_BES_05_11-09-2019/User023d_test5_BES_05_11-09-2019_recording0,23,5,5,True,21735,21121,614
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User023a_Group_Test_11-09-2019--10-16-46/User023b_test15_BDS_15_11-09-2019/User023b_test15_BDS_15_11-09-2019_recording0,23,15,0,False,19272,19272,0
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User023a_Group_Test_11-09-2019--10-16-46/User023b_test15_BDS_15_11-09-2019/User023b2_test15_BDS_15_11-09-2019_recording0,23,15,0,False,15710,15710,0
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User023a_Group_Test_11-09-2019--10-16-46/User023b_test15_BDS_15_11-09-2019/User023b3_test15_BDS_15_11-09-2019_recording0,23,15,5,True,19272,19182,90
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User023a_Group_Test_11-09-2019--10-16-46/User023d_test6_IDS_06_11-09-2019/User023d_test6_IDS_06_11-09-2019_recording0,23,6,5,True,13382,12982,400
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User023a_Group_Test_11-09-2019--10-16-46/User023b_test13_BES_13_11-09-2019/User023b_test13_BES_13_11-09-2019_recording0,23,13,0,False,16611,16611,0
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User023a_Group_Test_11-09-2019--10-16-46/User023b_test13_BES_13_11-09-2019/User023b2_test13_BES_13_11-09-2019_recording0,23,13,5,True,16611,16586,25
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User023a_Group_Test_11-09-2019--10-16-46/User023c_test3_BDT_03_11-09-2019/User023c_test3_BDT_03_11-09-2019_recording0,23,3,5,True,10403,10140,263
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User023a_Group_Test_11-09-2019--10-16-46/User023d_test4_IES_04_11-09-2019/User023d_test4_IES_04_11-09-2019_recording0,23,4,5,True,16057,15518,539
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User023a_Group_Test_11-09-2019--10-16-46/User023c_test1_BET_01_11-09-2019/User023c_test1_BET_01_11-09-2019_recording0,23,1,5,True,15850,15426,424
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User023a_Group_Test_11-09-2019--10-16-46/User023c_test2_IDT_02_11-09-2019/User023c_test2_IDT_02_11-09-2019_recording0,23,2,5,True,15603,15307,296
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User023a_Group_Test_11-09-2019--10-16-46/User023b_test12_IES_12_11-09-2019/User023b2_test12_IES_12_11-09-2019_recording0,23,12,5,True,19523,19523,0
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User023a_Group_Test_11-09-2019--10-16-46/User023b_test12_IES_12_11-09-2019/User023b_test12_IES_12_11-09-2019_recording0,23,12,0,False,19523,19523,0
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User023a_Group_Test_11-09-2019--10-16-46/User023b_test14_IDS_14_11-09-2019/User023b2_test14_IDS_14_11-09-2019_recording0,23,14,5,True,14117,14081,36
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User023a_Group_Test_11-09-2019--10-16-46/User023b_test14_IDS_14_11-09-2019/User023b_test14_IDS_14_11-09-2019_recording0,23,14,0,False,14117,14117,0
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User023a_Group_Test_11-09-2019--10-16-46/User023d_test7_BDS_07_11-09-2019/User023d_test7_BDS_07_11-09-2019_recording0,23,7,5,True,12888,12421,467
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User023a_Group_Test_11-09-2019--10-16-46/User023a_test11_BDT_11_11-09-2019/User023a_test11_BDT_11_11-09-2019_recording0,23,11,5,True,14496,14134,362
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User023a_Group_Test_11-09-2019--10-16-46/User023a_test10_IDT_10_11-09-2019/User023a_test10_IDT_10_11-09-2019_recording0,23,10,5,True,16235,14924,1311
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User023a_Group_Test_11-09-2019--10-16-46/User023a_test9_BET_09_11-09-2019/User023a_test9_BET_09_11-09-2019_recording0,23,9,5,True,3889,3840,49
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User023a_Group_Test_11-09-2019--10-16-46/User023a_test8_IET_08_11-09-2019/User023a_test8_IET_08_11-09-2019_recording0,23,8,5,True,15104,14821,283
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User025a_Group_Test_11-09-2019--15-22-27/User025c_test1_BET_01_11-09-2019/User025c_test1_BET_01_11-09-2019_recording0,25,1,5,True,22103,19044,3059
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User025a_Group_Test_11-09-2019--15-22-27/User025d_test4_IES_04_11-09-2019/User025d_test4_IES_04_11-09-2019_recording0,25,4,5,True,25481,21769,3712
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User025a_Group_Test_11-09-2019--15-22-27/User025d_test7_BDS_07_11-09-2019/User025d_test7_BDS_07_11-09-2019_recording0,25,7,5,True,15915,13531,2384
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User025a_Group_Test_11-09-2019--15-22-27/User025c_test2_IDT_02_11-09-2019/User025c_test2_IDT_02_11-09-2019_recording0,25,2,5,True,21318,18658,2660
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User025a_Group_Test_11-09-2019--15-22-27/User025d_test5_BES_05_11-09-2019/User025d_test5_BES_05_11-09-2019_recording0,25,5,5,True,25036,21830,3206
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User025a_Group_Test_11-09-2019--15-22-27/User025c_test0_IET_00_11-09-2019/User025c_test0_IET_00_11-09-2019_recording0,25,0,5,True,20887,17724,3163
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User025a_Group_Test_11-09-2019--15-22-27/User025c_test3_BDT_03_11-09-2019/User025c_test3_BDT_03_11-09-2019_recording0,25,3,4,True,18027,13697,4330
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User025a_Group_Test_11-09-2019--15-22-27/User025d_test6_IDS_06_11-09-2019/User025d_test6_IDS_06_11-09-2019_recording0,25,6,5,True,23459,20466,2993
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User025a_Group_Test_11-09-2019--15-22-27/User025a_test8_IET_08_11-09-2019/User025a_test8_IET_08_11-09-2019_recording0,25,8,5,True,23066,20737,2329
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User025a_Group_Test_11-09-2019--15-22-27/User025b_test15_BDS_15_11-09-2019/User025b_test15_BDS_15_11-09-2019_recording0,25,15,5,True,3683,3368,315
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User025a_Group_Test_11-09-2019--15-22-27/User025b_test13_BES_13_11-09-2019/User025b_test13_BES_13_11-09-2019_recording0,25,13,5,True,21655,18988,2667
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User025a_Group_Test_11-09-2019--15-22-27/User025a_test9_BET_09_11-09-2019/User025a_test9_BET_09_11-09-2019_recording0,25,9,5,True,20884,18546,2338
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User025a_Group_Test_11-09-2019--15-22-27/User025b_test12_IES_12_11-09-2019/User025b_test12_IES_12_11-09-2019_recording0,25,12,5,True,26441,23632,2809
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User025a_Group_Test_11-09-2019--15-22-27/User025b_test14_IDS_14_11-09-2019/User025b_test14_IDS_14_11-09-2019_recording0,25,14,5,True,15945,13392,2553
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User025a_Group_Test_11-09-2019--15-22-27/User025a_test11_BDT_11_11-09-2019/User025a_test11_BDT_11_11-09-2019_recording0,25,11,5,True,14491,12670,1821
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User025a_Group_Test_11-09-2019--15-22-27/User025a_test10_IDT_10_11-09-2019/User025a_test10_IDT_10_11-09-2019_recording0,25,10,5,True,20313,16981,3332
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User020a_Group_Test_09-09-2019--10-26-59/User020d_test7_BDS_07_09-09-2019/User020d2_test7_BDS_07_09-09-2019_recording0,20,7,5,True,8191,7763,428
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User020a_Group_Test_09-09-2019--10-26-59/User020d_test7_BDS_07_09-09-2019/User020d_test7_BDS_07_09-09-2019_recording0,20,7,0,False,8191,8191,0
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User020a_Group_Test_09-09-2019--10-26-59/User020c_test2_IDT_02_09-09-2019/User020c_test2_IDT_02_09-09-2019_recording0,20,2,5,True,5779,5218,561
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User020a_Group_Test_09-09-2019--10-26-59/User020c_test1_BET_01_09-09-2019/User020c_test1_BET_01_09-09-2019_recording0,20,1,5,True,10057,9491,566
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User020a_Group_Test_09-09-2019--10-26-59/User020d_test4_IES_04_09-09-2019/User020d2_test4_IES_04_09-09-2019_recording0,20,4,5,True,10177,9488,689
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User020a_Group_Test_09-09-2019--10-26-59/User020d_test4_IES_04_09-09-2019/User020d_test4_IES_04_09-09-2019_recording0,20,4,0,False,10177,10177,0
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User020a_Group_Test_09-09-2019--10-26-59/User020c_test3_BDT_03_09-09-2019/User020c_test3_BDT_03_09-09-2019_recording0,20,3,5,True,5307,4841,466
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User020a_Group_Test_09-09-2019--10-26-59/User020d_test6_IDS_06_09-09-2019/User020d2_test6_IDS_06_09-09-2019_recording0,20,6,5,True,3009,2836,173
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User020a_Group_Test_09-09-2019--10-26-59/User020d_test6_IDS_06_09-09-2019/User020d_test6_IDS_06_09-09-2019_recording0,20,6,0,False,3009,3009,0
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User020a_Group_Test_09-09-2019--10-26-59/User020d_test5_BES_05_09-09-2019/User020d2_test5_BES_05_09-09-2019_recording0,20,5,5,True,11081,10356,725
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User020a_Group_Test_09-09-2019--10-26-59/User020d_test5_BES_05_09-09-2019/User020d_test5_BES_05_09-09-2019_recording0,20,5,0,False,11081,11081,0
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User020a_Group_Test_09-09-2019--10-26-59/User020c_test0_IET_00_09-09-2019/User020c_test0_IET_00_09-09-2019_recording0,20,0,5,True,12644,12061,583
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User020a_Group_Test_09-09-2019--10-26-59/User020b_test15_BDS_15_09-09-2019/User020b_test15_BDS_15_09-09-2019_recording0,20,15,5,True,11359,11023,336
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User020a_Group_Test_09-09-2019--10-26-59/User020b_test13_BES_13_09-09-2019/User020b_test13_BES_13_09-09-2019_recording0,20,13,5,True,13388,13007,381
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User020a_Group_Test_09-09-2019--10-26-59/User020b_test12_IES_12_09-09-2019/User020b_test12_IES_12_09-09-2019_recording0,20,12,5,True,7091,6759,332
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User020a_Group_Test_09-09-2019--10-26-59/User020b_test14_IDS_14_09-09-2019/User020b_test14_IDS_14_09-09-2019_recording0,20,14,5,True,11025,10679,346
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User020a_Group_Test_09-09-2019--10-26-59/User020a_test11_BDT_11_09-09-2019/User020a_test11_BDT_11_09-09-2019_recording0,20,11,0,False,2937,2937,0
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User020a_Group_Test_09-09-2019--10-26-59/User020a_test11_BDT_11_09-09-2019/User020a2_test11_BDT_11_09-09-2019_recording0,20,11,5,True,2937,2899,38
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User020a_Group_Test_09-09-2019--10-26-59/User020a_test8_IET_08_09-09-2019/User020a_test8_IET_08_09-09-2019_recording0,20,8,5,True,13881,13853,28
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User020a_Group_Test_09-09-2019--10-26-59/User020a_test10_IDT_10_09-09-2019/User020a2_test10_IDT_10_09-09-2019_recording0,20,10,5,True,12580,12356,224
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User020a_Group_Test_09-09-2019--10-26-59/User020a_test10_IDT_10_09-09-2019/User020a_test10_IDT_10_09-09-2019_recording0,20,10,0,False,12580,12580,0
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User020a_Group_Test_09-09-2019--10-26-59/User020a_test10_IDT_10_09-09-2019/User020a_test10_IDT_10_09-09-2019_recording0,20,10,0,False,11129,11129,0
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User020a_Group_Test_09-09-2019--10-26-59/User020a_test9_BET_09_09-09-2019/User020a_test9_BET_09_09-09-2019_recording0,20,9,5,True,10247,10164,83
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User016a_Group_Test_05-09-2019--17-30-44/User016b_test14_IDS_14_05-09-2019/User016b_test14_IDS_14_05-09-2019_recording0,16,14,5,True,9560,9560,0
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User016a_Group_Test_05-09-2019--17-30-44/User016b_test12_IES_12_05-09-2019/User016b_test12_IES_12_05-09-2019_recording0,16,12,5,True,10018,0,10018
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User016a_Group_Test_05-09-2019--17-30-44/User016b_test13_BES_13_05-09-2019/User016b_test13_BES_13_05-09-2019_recording0,16,13,5,True,12665,0,12665
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User016a_Group_Test_05-09-2019--17-30-44/User016b_test15_BDS_15_05-09-2019/User016b_test15_BDS_15_05-09-2019_recording0,16,15,5,True,7367,0,7367
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User016a_Group_Test_05-09-2019--17-30-44/User016d_test5_BES_05_05-09-2019/User016d_test5_BES_05_05-09-2019_recording0,16,5,5,True,10759,0,10759
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User016a_Group_Test_05-09-2019--17-30-44/User016c_test0_IET_00_05-09-2019/User016c_test0_IET_00_05-09-2019_recording0,16,0,5,True,8749,0,8749
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User016a_Group_Test_05-09-2019--17-30-44/User016c_test3_BDT_03_05-09-2019/User016c_test3_BDT_03_05-09-2019_recording0,16,3,5,True,6741,0,6741
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User016a_Group_Test_05-09-2019--17-30-44/User016a_test10_IDT_10_05-09-2019/User016a_test10_IDT_10_05-09-2019_recording0,16,10,5,True,12143,0,12143
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User016a_Group_Test_05-09-2019--17-30-44/User016d_test6_IDS_06_05-09-2019/User016d_test6_IDS_06_05-09-2019_recording0,16,6,5,True,7751,0,7751
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User016a_Group_Test_05-09-2019--17-30-44/User016c_test1_BET_01_05-09-2019/User016c_test1_BET_01_05-09-2019_recording0,16,1,5,True,10564,10564,0
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User016a_Group_Test_05-09-2019--17-30-44/User016d_test4_IES_04_05-09-2019/User016d_test4_IES_04_05-09-2019_recording0,16,4,5,True,3923,0,3923
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User016a_Group_Test_05-09-2019--17-30-44/User016d_test7_BDS_07_05-09-2019/User016d_test7_BDS_07_05-09-2019_recording0,16,7,5,True,9044,0,9044
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User016a_Group_Test_05-09-2019--17-30-44/User016c_test2_IDT_02_05-09-2019/User016c_test2_IDT_02_05-09-2019_recording0,16,2,5,True,5090,0,5090
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User016a_Group_Test_05-09-2019--17-30-44/User016a_test11_BDT_11_05-09-2019/User016a_test11_BDT_11_05-09-2019_recording0,16,11,5,True,9911,0,9911
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User016a_Group_Test_05-09-2019--17-30-44/User016a_test9_BET_09_05-09-2019/User016a_test9_BET_09_05-09-2019_recording0,16,9,5,True,13651,0,13651
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User016a_Group_Test_05-09-2019--17-30-44/User016a_test8_IET_08_05-09-2019/User016a_test8_IET_08_05-09-2019_recording0,16,8,5,True,14130,0,14130
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User001_Group_Test_30-08-2019--10-07-00/User001B_test10_IDT_10_30-08-2019/User001B_test10_IDT_10_30-08-2019_recording0,1,10,5,True,2566,2400,166
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User001_Group_Test_30-08-2019--10-07-00/User001C_test11_BDT_11_30-08-2019/User001C_test11_BDT_11_30-08-2019_recording0,1,11,5,True,10099,9322,777
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User001_Group_Test_30-08-2019--10-07-00/User001C_test12_IES_12_30-08-2019/User001C_test12_IES_12_30-08-2019_recording0,1,12,5,True,6333,5392,941
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User001_Group_Test_30-08-2019--10-07-00/User001C_test14_IDS_14_30-08-2019/User001C_test14_IDS_14_30-08-2019_recording0,1,14,5,True,5798,5312,486
