user,label,num_classes,accuracy,bal_acc,precision,recall,f1_score_macro,f1_score_micro
1,attention,5,0.11069299425032135,0.11001310205789441,0.07041238744984261,0.10429432581261441,0.07976602671026745,0.11069299425032135
1,interest,5,0.2167364981920376,0.23893398871086627,0.1435173661232127,0.20535120062849416,0.134188073643601,0.2167364981920376
1,effort,5,0.27415114838302923,0.22496886250353273,0.15177867580928886,0.2226722554258239,0.16523667397683964,0.27415114838302923
2,attention,4,0.19510843876164943,0.21847010707350695,0.17129768791678995,0.21352271228392777,0.14084377442415688,0.19510843876164943
2,interest,5,0.24688782674013598,0.2765814864834022,0.22911347623747344,0.26768942661589434,0.1704404357439997,0.24688782674013598
2,effort,5,0.22501991857666653,0.28179865641047674,0.1415030601005079,0.27164510708979184,0.13233254230727212,0.22501991857666653
3,attention,5,0.2485157790643005,0.16611131709811464,0.19205175628766963,0.16611131709811464,0.15860756131805234,0.2485157790643005
3,interest,5,0.314446198986178,0.2510214366278697,0.1862233415350786,0.2446163640309206,0.20755110778687272,0.314446198986178
3,effort,5,0.24457490703626683,0.20161147618085348,0.19831875703559715,0.20161147618085348,0.15337968948100883,0.24457490703626683
6,attention,3,0.33271861622553606,0.36175144468019116,0.2404650848260025,0.36175144468019116,0.24290966042446568,0.33271861622553606
6,interest,3,0.3625551830572123,0.4137656666616005,0.2796898237736003,0.4137656666616005,0.27348134252068335,0.3625551830572123
6,effort,5,0.2367383334573614,0.24253206658659332,0.12601950342450927,0.24253206658659332,0.13236529894703958,0.2367383334573614
7,attention,4,0.3936394775767534,0.4138505416825756,0.23623680427423924,0.4138505416825756,0.2748734715267924,0.3936394775767534
7,interest,4,0.48320394965881136,0.32583184401116133,0.28902163511946355,0.30653741073565993,0.2810496011074136,0.4832039496588113
7,effort,4,0.3335594048794032,0.3008667438265514,0.18450967411039498,0.269433111183463,0.1955050167949634,0.3335594048794032
8,attention,5,0.3776210009127835,0.2821942905888755,0.24128850181925188,0.2821942905888755,0.22891247346116442,0.3776210009127835
8,interest,5,0.4259480980057407,0.3416644392477448,0.25329807294567264,0.3416644392477448,0.2823715105149032,0.4259480980057407
8,effort,5,0.2939393005376454,0.2685925957724425,0.20506307972884893,0.24999077585677099,0.16673566395440562,0.2939393005376454
9,attention,5,0.25041344341594074,0.24126083910150023,0.1479805694784901,0.24126083910150023,0.1645949871254555,0.25041344341594074
9,interest,5,0.27046478478765107,0.23661260188310976,0.18311882128483387,0.22494448580272208,0.19239263373702276,0.27046478478765107
9,effort,5,0.32731487161798445,0.24567918620330337,0.15512689694571422,0.22852356470089713,0.16806749879295196,0.32731487161798445
10,attention,4,0.25854055937461795,0.2939972809210225,0.13393127531834706,0.22923782462331171,0.1510344698976718,0.25854055937461795
10,interest,4,0.1554478181964194,0.23723704354982864,0.1650659132482021,0.15390371021649535,0.13137195183100742,0.1554478181964194
10,effort,4,0.1300480225830733,0.18261665498169352,0.047275128520113584,0.13297499415751343,0.059425488949269266,0.1300480225830733
11,attention,5,0.20411080170952975,0.1295823874188291,0.14637786398992111,0.11937743752532363,0.11470909131081178,0.20411080170952975
11,interest,5,0.14248561561943504,0.13658260269399108,0.08305645060315202,0.1149369520204933,0.0946699651525396,0.14248561561943504
11,effort,5,0.41370011788349326,0.3569658884987327,0.2950373861530429,0.3569658884987327,0.2933131314948752,0.41370011788349326
12,attention,2,0.2613942172329546,0.2,0.1306971086164773,0.2,0.15782969859442167,0.2613942172329546
12,interest,4,0.4471652716386093,0.4,0.3235826358193047,0.4,0.3525155408347501,0.4471652716386093
12,effort,4,0.0956530476008828,0.16666666666666666,0.04549416228440642,0.16666666666666666,0.06670358495406499,0.0956530476008828
17,attention,3,0.3297962942726224,0.30793615868399704,0.24446311338101898,0.30793615868399704,0.22054198196868402,0.3297962942726224
17,interest,3,0.5495992979408337,0.4122979409552802,0.36575659922652387,0.3802867441140651,0.3515007144963349,0.5495992979408337
17,effort,3,0.43930893876155996,0.39605360828936964,0.25933998324350305,0.36263506709746995,0.2740236290650596,0.43930893876155996
18,attention,5,0.19087908556766492,0.2052808659952039,0.11316290607633595,0.16327610574677326,0.12364560331688976,0.19087908556766492
18,interest,5,0.32692390250541575,0.2651910266824659,0.18740423616513718,0.2508762969050021,0.20494089287479178,0.32692390250541575
18,effort,3,0.4052650605492344,0.3353231861505145,0.21458980095185454,0.2998911618109063,0.2215870764280378,0.4052650605492344
19,attention,4,0.49705667339892595,0.3856613830493263,0.31196479775329083,0.3856613830493263,0.323774851472049,0.49705667339892595
19,interest,5,0.5370835918369219,0.4308308427230145,0.2940664813093298,0.36890275118001187,0.28699653513612927,0.5370835918369219
19,effort,3,0.3799228577401676,0.3870198038489122,0.2703986744502377,0.3570831453363274,0.2609268046720212,0.3799228577401676
20,attention,5,0.3143593924040443,0.22327927493279137,0.1298339418852517,0.18466635848917162,0.14062918964333276,0.3143593924040443
20,interest,5,0.33520358804931216,0.2817745472218712,0.16975056616243495,0.23514557828126792,0.17519589383806908,0.33520358804931216
20,effort,5,0.16609993163969017,0.1740667357776,0.13245286805530374,0.1740667357776,0.13625369988056352,0.16609993163969017
22,attention,4,0.3725179929090629,0.32361142246585606,0.24195089685382287,0.29002977918991146,0.2313114764105369,0.3725179929090629
22,interest,5,0.35730385852099855,0.2457146691703882,0.1757955830325172,0.2457146691703882,0.17265892340499733,0.35730385852099855
22,effort,4,0.3912975743632416,0.35640172211136706,0.35182140291088193,0.30004476500880284,0.21911944146212056,0.3912975743632416
23,attention,5,0.20655418969439365,0.16939978598963115,0.11661647986532597,0.16074865601384233,0.12118718979400078,0.20655418969439365
23,interest,5,0.14634820654601405,0.2571829724593961,0.06052466335456552,0.19668076817902552,0.08059574308004802,0.14634820654601405
23,effort,5,0.34231252309519544,0.3221824655246205,0.22080265322818926,0.3221824655246205,0.2220264659191693,0.34231252309519544
24,attention,5,0.3603017698943667,0.3227222494741332,0.3135816725978191,0.2824473769767978,0.23742379761696605,0.3603017698943667
24,interest,5,0.20884934246070957,0.19578645916974208,0.1613650801926975,0.1925025179336732,0.15232173578123215,0.20884934246070957
24,effort,5,0.3450550535644434,0.2660064945317581,0.24827326811092926,0.2645196774619022,0.23850475700753804,0.3450550535644434
25,attention,4,0.198282647622438,0.18267913891193172,0.2170061033409957,0.16837111790261716,0.12573116170531504,0.198282647622438
25,interest,5,0.3371322581678609,0.32490866116049827,0.25329306724766826,0.28974115750901736,0.21690668062354512,0.33713225816786085
25,effort,4,0.41708255762312324,0.3132749437696222,0.24041618518366836,0.24432093224309095,0.21855145318422425,0.41708255762312324
